id,pkg,github,split,file,qualname,rule_first,ver_first,ver_last,n_versions_observed,label,days_span,fixed_ver_before,fixed_ver_after,signals_added,attribution_status,attributed_pr,attributed_commit_url,commits_in_window
deepteam:0.0.5:attacks/single_turn/prompt_probing/prompt_probing.py:PromptProbing.a_enhance:2923295eb79b3509,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/prompt_probing/prompt_probing.py,PromptProbing.a_enhance,,0.0.5,0.2.3,5,VANISHED,,,,,,,,
deepteam:0.2.7:attacks/single_turn/prompt_probing/prompt_probing.py:PromptProbing.a_enhance:312066f47da89130,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/prompt_probing/prompt_probing.py,PromptProbing.a_enhance,,0.2.7,0.2.7,1,VANISHED,,,,,,,,
deepteam:1.0.1:attacks/single_turn/prompt_probing/prompt_probing.py:PromptProbing.a_enhance:d7346703c0941936,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/prompt_probing/prompt_probing.py,PromptProbing.a_enhance,,1.0.1,1.0.5,2,VANISHED,,,,,,,,
deepteam:0.1.7:attacks/single_turn/roleplay/roleplay.py:Roleplay.a_enhance:331aa5850a0fde99,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/roleplay/roleplay.py,Roleplay.a_enhance,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.2.7:attacks/single_turn/roleplay/roleplay.py:Roleplay.a_enhance:e14432fd50e453d4,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/roleplay/roleplay.py,Roleplay.a_enhance,,0.2.7,0.2.7,1,VANISHED,,,,,,,,
deepteam:1.0.1:attacks/single_turn/roleplay/roleplay.py:Roleplay.a_enhance:84ae263178994959,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/roleplay/roleplay.py,Roleplay.a_enhance,,1.0.1,1.0.5,2,VANISHED,,,,,,,,
deepteam:0.1.7:attacks/single_turn/system_override/system_override.py:SystemOverride.enhance:c48bcc9cc2bcea91,deepteam,confident-ai/deepteam,held-out,attacks/single_turn/system_override/system_override.py,SystemOverride.enhance,,0.1.7,1.0.1,4,VANISHED,,,,,,,,
deepteam:1.0.5:frameworks/aegis/aegis.py:Aegis.a_assess.evaluate_test_case:d96ebc1b9ce86ac7,deepteam,confident-ai/deepteam,held-out,frameworks/aegis/aegis.py,Aegis.a_assess.evaluate_test_case,,1.0.5,1.0.5,1,VANISHED,,,,,,,,
deepteam:1.0.5:frameworks/aegis/aegis.py:Aegis.assess:c66c6d748c2dd60d,deepteam,confident-ai/deepteam,held-out,frameworks/aegis/aegis.py,Aegis.assess,,1.0.5,1.0.5,1,VANISHED,,,,,,,,
deepteam:1.0.5:frameworks/beavertails/beavertails.py:BeaverTails.a_assess.evaluate_test_case:d96ebc1b9ce86ac7,deepteam,confident-ai/deepteam,held-out,frameworks/beavertails/beavertails.py,BeaverTails.a_assess.evaluate_test_case,,1.0.5,1.0.5,1,VANISHED,,,,,,,,
deepteam:1.0.5:frameworks/beavertails/beavertails.py:BeaverTails.assess:c66c6d748c2dd60d,deepteam,confident-ai/deepteam,held-out,frameworks/beavertails/beavertails.py,BeaverTails.assess,,1.0.5,1.0.5,1,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/amnesia_assessment/amnesia_assessment.py:AmnesiaAssessmentMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/amnesia_assessment/amnesia_assessment.py,AmnesiaAssessmentMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/amnesia_assessment/amnesia_assessment.py:AmnesiaAssessmentMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/amnesia_assessment/amnesia_assessment.py,AmnesiaAssessmentMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/amnesia_assessment/amnesia_assessment.py:AmnesiaAssessmentMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/amnesia_assessment/amnesia_assessment.py,AmnesiaAssessmentMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/amnesia_assessment/amnesia_assessment.py:AmnesiaAssessmentMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/amnesia_assessment/amnesia_assessment.py,AmnesiaAssessmentMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/boundary_violation/boundary_violation.py:BoundaryViolationMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/boundary_violation/boundary_violation.py,BoundaryViolationMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/boundary_violation/boundary_violation.py:BoundaryViolationMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/boundary_violation/boundary_violation.py,BoundaryViolationMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/boundary_violation/boundary_violation.py:BoundaryViolationMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/boundary_violation/boundary_violation.py,BoundaryViolationMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/boundary_violation/boundary_violation.py:BoundaryViolationMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/boundary_violation/boundary_violation.py,BoundaryViolationMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/domain_validation/domain_validation.py:DomainValidationMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/domain_validation/domain_validation.py,DomainValidationMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/domain_validation/domain_validation.py:DomainValidationMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/domain_validation/domain_validation.py,DomainValidationMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/domain_validation/domain_validation.py:DomainValidationMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/domain_validation/domain_validation.py,DomainValidationMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/domain_validation/domain_validation.py:DomainValidationMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/domain_validation/domain_validation.py,DomainValidationMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/escalation_success/escalation_success.py:EscalationSuccessMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/escalation_success/escalation_success.py,EscalationSuccessMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/escalation_success/escalation_success.py:EscalationSuccessMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/escalation_success/escalation_success.py,EscalationSuccessMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/escalation_success/escalation_success.py:EscalationSuccessMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/escalation_success/escalation_success.py,EscalationSuccessMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/escalation_success/escalation_success.py:EscalationSuccessMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/escalation_success/escalation_success.py,EscalationSuccessMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/extraction_success/extraction_success.py:ExtractionSuccessMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/extraction_success/extraction_success.py,ExtractionSuccessMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/extraction_success/extraction_success.py:ExtractionSuccessMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/extraction_success/extraction_success.py,ExtractionSuccessMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/extraction_success/extraction_success.py:ExtractionSuccessMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/extraction_success/extraction_success.py,ExtractionSuccessMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/extraction_success/extraction_success.py:ExtractionSuccessMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/extraction_success/extraction_success.py,ExtractionSuccessMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/goal_drift/goal_drift.py:GoalDriftMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/goal_drift/goal_drift.py,GoalDriftMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/goal_drift/goal_drift.py:GoalDriftMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/goal_drift/goal_drift.py,GoalDriftMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/goal_drift/goal_drift.py:GoalDriftMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/goal_drift/goal_drift.py,GoalDriftMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/goal_drift/goal_drift.py:GoalDriftMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/goal_drift/goal_drift.py,GoalDriftMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hallucination_detection/hallucination_detection.py:HallucinationDetectionMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hallucination_detection/hallucination_detection.py,HallucinationDetectionMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hallucination_detection/hallucination_detection.py:HallucinationDetectionMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hallucination_detection/hallucination_detection.py,HallucinationDetectionMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hallucination_detection/hallucination_detection.py:HallucinationDetectionMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hallucination_detection/hallucination_detection.py,HallucinationDetectionMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hallucination_detection/hallucination_detection.py:HallucinationDetectionMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hallucination_detection/hallucination_detection.py,HallucinationDetectionMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hierarchy_consistency/hierarchy_consistency.py:HierarchyConsistencyMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hierarchy_consistency/hierarchy_consistency.py,HierarchyConsistencyMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hierarchy_consistency/hierarchy_consistency.py:HierarchyConsistencyMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hierarchy_consistency/hierarchy_consistency.py,HierarchyConsistencyMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hierarchy_consistency/hierarchy_consistency.py:HierarchyConsistencyMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hierarchy_consistency/hierarchy_consistency.py,HierarchyConsistencyMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/hierarchy_consistency/hierarchy_consistency.py:HierarchyConsistencyMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/hierarchy_consistency/hierarchy_consistency.py,HierarchyConsistencyMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/leakage_rate/leakage_rate.py:LeakageRateMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/leakage_rate/leakage_rate.py,LeakageRateMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/leakage_rate/leakage_rate.py:LeakageRateMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/leakage_rate/leakage_rate.py,LeakageRateMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/leakage_rate/leakage_rate.py:LeakageRateMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/leakage_rate/leakage_rate.py,LeakageRateMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/leakage_rate/leakage_rate.py:LeakageRateMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/leakage_rate/leakage_rate.py,LeakageRateMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/manipulation_assessment/manipulation_assessment.py:ManipulationAssessmentMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/manipulation_assessment/manipulation_assessment.py,ManipulationAssessmentMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/manipulation_assessment/manipulation_assessment.py:ManipulationAssessmentMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/manipulation_assessment/manipulation_assessment.py,ManipulationAssessmentMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/manipulation_assessment/manipulation_assessment.py:ManipulationAssessmentMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/manipulation_assessment/manipulation_assessment.py,ManipulationAssessmentMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/manipulation_assessment/manipulation_assessment.py:ManipulationAssessmentMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/manipulation_assessment/manipulation_assessment.py,ManipulationAssessmentMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/misinterpretation/misinterpretation.py:MisinterpretationMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/misinterpretation/misinterpretation.py,MisinterpretationMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/misinterpretation/misinterpretation.py:MisinterpretationMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/misinterpretation/misinterpretation.py,MisinterpretationMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/misinterpretation/misinterpretation.py:MisinterpretationMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/misinterpretation/misinterpretation.py,MisinterpretationMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/misinterpretation/misinterpretation.py:MisinterpretationMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/misinterpretation/misinterpretation.py,MisinterpretationMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/poisoning_assessment/poisoning_assessment.py:PoisoningAssessmentMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/poisoning_assessment/poisoning_assessment.py,PoisoningAssessmentMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/poisoning_assessment/poisoning_assessment.py:PoisoningAssessmentMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/poisoning_assessment/poisoning_assessment.py,PoisoningAssessmentMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/poisoning_assessment/poisoning_assessment.py:PoisoningAssessmentMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/poisoning_assessment/poisoning_assessment.py,PoisoningAssessmentMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/poisoning_assessment/poisoning_assessment.py:PoisoningAssessmentMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/poisoning_assessment/poisoning_assessment.py,PoisoningAssessmentMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/subversion_success/subversion_success.py:SubversionSuccessMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/subversion_success/subversion_success.py,SubversionSuccessMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/subversion_success/subversion_success.py:SubversionSuccessMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/subversion_success/subversion_success.py,SubversionSuccessMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/subversion_success/subversion_success.py:SubversionSuccessMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/subversion_success/subversion_success.py,SubversionSuccessMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/subversion_success/subversion_success.py:SubversionSuccessMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/subversion_success/subversion_success.py,SubversionSuccessMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/temporal_assessment/temporal_assessment.py:TemporalAssessmentMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/temporal_assessment/temporal_assessment.py,TemporalAssessmentMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/temporal_assessment/temporal_assessment.py:TemporalAssessmentMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/temporal_assessment/temporal_assessment.py,TemporalAssessmentMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/temporal_assessment/temporal_assessment.py:TemporalAssessmentMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/temporal_assessment/temporal_assessment.py,TemporalAssessmentMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/temporal_assessment/temporal_assessment.py:TemporalAssessmentMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/temporal_assessment/temporal_assessment.py,TemporalAssessmentMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/unauthorized_execution/unauthorized_execution.py:UnauthorizedExecutionMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/unauthorized_execution/unauthorized_execution.py,UnauthorizedExecutionMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/unauthorized_execution/unauthorized_execution.py:UnauthorizedExecutionMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/unauthorized_execution/unauthorized_execution.py,UnauthorizedExecutionMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/unauthorized_execution/unauthorized_execution.py:UnauthorizedExecutionMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/unauthorized_execution/unauthorized_execution.py,UnauthorizedExecutionMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/unauthorized_execution/unauthorized_execution.py:UnauthorizedExecutionMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/unauthorized_execution/unauthorized_execution.py,UnauthorizedExecutionMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/verification_assessment/verification_assessment.py:VerificationAssessmentMetric._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/agentic/verification_assessment/verification_assessment.py,VerificationAssessmentMetric._a_evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/verification_assessment/verification_assessment.py:VerificationAssessmentMetric.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/agentic/verification_assessment/verification_assessment.py,VerificationAssessmentMetric.a_generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/verification_assessment/verification_assessment.py:VerificationAssessmentMetric.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/agentic/verification_assessment/verification_assessment.py,VerificationAssessmentMetric.evaluate,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.1.7:metrics/agentic/verification_assessment/verification_assessment.py:VerificationAssessmentMetric.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/agentic/verification_assessment/verification_assessment.py,VerificationAssessmentMetric.generate_purpose,,0.1.7,0.2.3,2,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bfla/bfla.py:BFLAGrader._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/bfla/bfla.py,BFLAGrader._a_evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bfla/bfla.py:BFLAGrader.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/bfla/bfla.py,BFLAGrader.a_generate_purpose,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bfla/bfla.py:BFLAGrader.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/bfla/bfla.py,BFLAGrader.evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bfla/bfla.py:BFLAGrader.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/bfla/bfla.py,BFLAGrader.generate_purpose,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bias/bias.py:BiasGrader._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/bias/bias.py,BiasGrader._a_evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bias/bias.py:BiasGrader.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/bias/bias.py,BiasGrader.a_generate_purpose,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bias/bias.py:BiasGrader.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/bias/bias.py,BiasGrader.evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bias/bias.py:BiasGrader.generate_purpose:bfc3adaf80ad48c8,deepteam,confident-ai/deepteam,held-out,metrics/bias/bias.py,BiasGrader.generate_purpose,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bola/bola.py:BOLAGrader._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/bola/bola.py,BOLAGrader._a_evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bola/bola.py:BOLAGrader.a_generate_entities:3e4afe3e2bc40168,deepteam,confident-ai/deepteam,held-out,metrics/bola/bola.py,BOLAGrader.a_generate_entities,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bola/bola.py:BOLAGrader.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/bola/bola.py,BOLAGrader.evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/bola/bola.py:BOLAGrader.generate_entities:d4bdb39abe547c99,deepteam,confident-ai/deepteam,held-out,metrics/bola/bola.py,BOLAGrader.generate_entities,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/competitors/competitors.py:CompetitorsGrader._a_evaluate:1f94b31c8171dab5,deepteam,confident-ai/deepteam,held-out,metrics/competitors/competitors.py,CompetitorsGrader._a_evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/competitors/competitors.py:CompetitorsGrader.a_generate_purpose:67fccf5e39a05cf3,deepteam,confident-ai/deepteam,held-out,metrics/competitors/competitors.py,CompetitorsGrader.a_generate_purpose,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
deepteam:0.0.1:metrics/competitors/competitors.py:CompetitorsGrader.evaluate:cadf9a1d4e42235f,deepteam,confident-ai/deepteam,held-out,metrics/competitors/competitors.py,CompetitorsGrader.evaluate,,0.0.1,0.2.3,6,VANISHED,,,,,,,,
